sic,nice_class,term,frequency,band_label,n_marks,share
73110,16,office requisites,Always,Essential,188,0.151
73110,16,calendars,Always,Essential,185,0.149
73110,16,maps,Always,Essential,173,0.139
73110,16,directories,Always,Essential,158,0.127
73110,16,wrapping and packaging materials,Always,Essential,155,0.125
73110,16,advertising and promotional materials,Always,Essential,151,0.122
73110,16,parts and fittings for all the aforesaid goods.,Sometimes,Recommended,143,0.115
73110,16,brochures,Sometimes,Recommended,142,0.114
73110,16,instructional and teaching materials (other than apparatus),Sometimes,Recommended,142,0.114
73110,16,newsletters,Sometimes,Recommended,140,0.113
73110,16,advertisements,Sometimes,Recommended,137,0.11
73110,16,directory covers,Sometimes,Recommended,128,0.103
73110,16,"tapes and cards, all for the recordal of computer programs and of data",Sometimes,Recommended,126,0.102
73110,16,directory covers made from paper and cardboard,Sometimes,Recommended,125,0.101
73110,16,stickers,Sometimes,Recommended,123,0.099
73110,16,"booklets, leaflets, brochures and manuals",Sometimes,Recommended,122,0.098
73110,16,"printed tickets, coupons and vouchers",Sometimes,Recommended,122,0.098
73110,38,telecommunications services,Always,Essential,249,0.217
73110,38,electronic mail services,Always,Essential,238,0.207
73110,38,digital communications services,Always,Essential,166,0.145
73110,38,data communications services,Always,Essential,151,0.132
73110,38,remote data access services,Always,Essential,148,0.129
73110,38,communication by computer terminals,Always,Essential,148,0.129
73110,38,electronic data interchange services,Always,Essential,144,0.125
73110,38,telecommunications,Always,Essential,141,0.123
73110,38,mobile communications services,Sometimes,Recommended,136,0.118
73110,38,paging services,Sometimes,Recommended,134,0.117
73110,38,telephone messaging services,Sometimes,Recommended,131,0.114
73110,38,communications by fibre optic networks,Sometimes,Recommended,130,0.113
73110,38,call alerting services,Sometimes,Recommended,130,0.113
73110,38,multiple message sending services,Sometimes,Recommended,130,0.113
73110,38,call screening services,Sometimes,Recommended,129,0.112
73110,38,telecommunication and dissemination of information in audio or visual form,Sometimes,Recommended,129,0.112
73110,38,call recording services,Sometimes,Recommended,128,0.111
73110,38,cellular communications services,Sometimes,Recommended,127,0.111
73110,38,call barring services,Sometimes,Recommended,126,0.11
73110,38,facsimile transmission services,Sometimes,Recommended,125,0.109
73110,38,"monitoring, organisation and analysis of call information",Sometimes,Recommended,124,0.108
73110,38,"hire and rental of telecommunications apparatus, installations and instruments",Sometimes,Recommended,122,0.106
73110,38,satellite transmission services,Sometimes,Recommended,120,0.105
73110,38,call diversion and call re-routing services,Sometimes,Recommended,119,0.104
73110,38,providing access to computer databases and to online computer services,Sometimes,Recommended,94,0.082
56101,43,restaurant services,Always,All use this,664,0.51
56101,43,restaurants,Always,Most use this,373,0.286
56101,43,food and drink catering,Always,Most use this,364,0.28
56101,43,services for providing food and drink,Always,Most use this,349,0.268
56101,43,restaurant and bar services,Always,Most use this,337,0.259
56101,43,bar and restaurant services,Always,Most use this,323,0.248
56101,43,takeaway food and drink services,Always,Most use this,310,0.238
56101,43,serving food and drink for guests in restaurants,Always,Most use this,305,0.234
56101,43,serving food and drink in restaurants and bars,Always,Most use this,302,0.232
56101,43,provision of food and drink in restaurants,Always,Most use this,301,0.231
56101,43,take-away restaurant services,Always,Most use this,296,0.227
56101,43,take-away food and drink services,Always,Most use this,289,0.222
56101,43,providing food and drink for guests in restaurants,Always,Most use this,289,0.222
56101,43,catering of food and drink,Always,Most use this,284,0.218
56101,43,catering services,Always,Most use this,280,0.215
56101,43,hospitality services [food and drink],Always,Most use this,272,0.209
56101,43,take-out restaurant services,Always,Most use this,271,0.208
56101,43,takeaway food services,Always,Most use this,270,0.207
56101,43,catering of food and drinks,Always,Most use this,270,0.207
56101,43,serving food and drinks,Always,Most use this,267,0.205
56101,43,bar services,Always,Most use this,255,0.196
56101,43,fast-food restaurant services,Always,Most use this,248,0.19
56101,43,catering (food and drink -),Always,Most use this,238,0.183
56101,43,café services,Always,Most use this,236,0.181
56101,43,fast food restaurants,Always,Most use this,234,0.18
56101,30,coffee,Always,Most use this,110,0.243
56101,30,cakes,Always,Most use this,92,0.204
56101,30,sauces,Always,Most use this,91,0.201
56101,30,spices,Always,Most use this,89,0.197
56101,30,bread,Always,Most use this,85,0.188
56101,30,biscuits,Always,Most use this,80,0.177
56101,30,sandwiches,Always,Most use this,73,0.162
56101,30,confectionery,Always,Most use this,73,0.162
56101,30,chocolate,Always,Most use this,70,0.155
56101,30,seasonings,Always,Most use this,66,0.146
56101,30,pasta,Always,Most use this,63,0.139
56101,30,rice,Always,Most use this,60,0.133
56101,30,cocoa,Always,Most use this,58,0.128
56101,30,flour and preparations made from cereals,Always,Most use this,55,0.122
56101,30,"yeast, baking-powder",Sometimes,Some use this,51,0.113
56101,30,salt,Sometimes,Some use this,51,0.113
56101,30,condiments,Sometimes,Some use this,50,0.111
56101,30,pies,Sometimes,Some use this,50,0.111
56101,30,pizza,Sometimes,Some use this,47,0.104
56101,30,sushi,Sometimes,Some use this,47,0.104
56101,30,vinegar,Sometimes,Some use this,46,0.102
56101,30,noodles,Sometimes,Some use this,45,0.1
56101,30,mustard,Sometimes,Some use this,45,0.1
56101,30,pastries,Sometimes,Some use this,42,0.093
56101,30,coffee drinks,Sometimes,Some use this,42,0.093
56101,35,advertising,Always,Most use this,54,0.146
56101,35,online ordering services in the field of restaurant take-out and delivery,Always,Most use this,51,0.137
56101,35,business management of restaurants,Always,Most use this,49,0.132
56101,35,business management,Always,Most use this,46,0.124
56101,35,on-line ordering services in the field of restaurant take-out and delivery,Sometimes,Some use this,38,0.102
56101,35,business administration,Sometimes,Some use this,37,0.1
56101,35,restaurant management for others,Sometimes,Some use this,37,0.1
56101,35,business advice relating to restaurant franchising,Sometimes,Some use this,32,0.086
56101,35,retail services relating to food,Sometimes,Some use this,31,0.084
56101,35,business management assistance in the operation of restaurants,Sometimes,Some use this,24,0.065
56101,35,marketing,Sometimes,Some use this,23,0.062
56101,35,business management assistance in the establishment and operation of restaurants,Sometimes,Some use this,22,0.059
56101,35,advertising services,Sometimes,Some use this,21,0.057
56101,35,online ordering services in the field of restaurant take-out and delivery.,Sometimes,Some use this,21,0.057
56101,35,provision of an online marketplace for buyers and sellers of goods and services,Sometimes,Some use this,19,0.051
56101,35,office functions,Sometimes,Some use this,19,0.051
56101,35,marketing services,Sometimes,Some use this,16,0.043
56101,35,retail services in relation to bakery products,Sometimes,Some use this,15,0.04
56101,35,business management of resort hotels,Sometimes,Some use this,15,0.04
56101,35,retail services relating to delicatessen products,Sometimes,A few have this,14,0.038
56101,35,"loyalty, incentive and bonus program services",Sometimes,A few have this,14,0.038
56101,35,online retail store services relating to clothing,Sometimes,A few have this,14,0.038
56101,35,business management of hotels,Sometimes,A few have this,14,0.038
56101,35,online retail store services in relation to clothing,Sometimes,A few have this,13,0.035
56101,35,retail services in relation to foodstuffs,Sometimes,A few have this,13,0.035
56101,29,meat extracts,Always,All use this,93,0.339
56101,29,eggs,Always,Most use this,70,0.255
56101,29,"meat, fish, poultry and game",Always,Most use this,62,0.226
56101,29,edible oils and fats,Always,Most use this,55,0.201
56101,29,burgers,Always,Most use this,52,0.19
56101,29,"preserved, frozen, dried and cooked fruits and vegetables",Always,Most use this,52,0.19
56101,29,cheese,Always,Most use this,52,0.19
56101,29,soups,Always,Most use this,51,0.186
56101,29,pickles,Always,Most use this,48,0.175
56101,29,meat,Always,Most use this,47,0.172
56101,29,"jellies, jams, compotes",Always,Most use this,46,0.168
56101,29,chicken,Always,Most use this,39,0.142
56101,29,milkshakes,Always,Most use this,36,0.131
56101,29,meat and meat products,Always,Most use this,35,0.128
56101,29,chicken burgers,Always,Most use this,34,0.124
56101,29,prepared salads,Always,Most use this,34,0.124
56101,29,milk,Sometimes,Some use this,32,0.117
56101,29,meat burgers,Sometimes,Some use this,32,0.117
56101,29,oils and fats for food,Sometimes,Some use this,30,0.109
56101,29,cooked meat dishes,Sometimes,Some use this,30,0.109
56101,29,cooked seafood,Sometimes,Some use this,29,0.106
56101,29,beef,Sometimes,Some use this,29,0.106
56101,29,hamburgers,Sometimes,Some use this,29,0.106
56101,29,potato fries,Sometimes,Some use this,28,0.102
56101,29,butter,Sometimes,Some use this,28,0.102
56101,41,entertainment,Always,Most use this,63,0.261
56101,41,entertainment services,Always,Most use this,62,0.257
56101,41,sporting and cultural activities,Always,Most use this,51,0.212
56101,41,providing of training,Always,Most use this,37,0.154
56101,41,education,Always,Most use this,34,0.141
56101,41,club entertainment services,Always,Most use this,31,0.129
56101,41,night club services,Sometimes,Some use this,23,0.095
56101,41,hospitality services (entertainment),Sometimes,Some use this,22,0.091
56101,41,discotheque services,Sometimes,Some use this,22,0.091
56101,41,music entertainment services,Sometimes,Some use this,19,0.079
56101,41,cooking instruction,Sometimes,Some use this,19,0.079
56101,41,organization of entertainment events,Sometimes,Some use this,18,0.075
56101,41,nightclub services,Sometimes,Some use this,17,0.071
56101,41,"organisation, arrangement and conducting of entertainment events",Sometimes,Some use this,17,0.071
56101,41,"party, ball and event planning (entertainment) and organisation",Sometimes,Some use this,17,0.071
56101,41,nightclub services [entertainment],Sometimes,Some use this,16,0.066
56101,41,live entertainment,Sometimes,Some use this,16,0.066
56101,41,dance club services,Sometimes,Some use this,16,0.066
56101,41,organisation of entertainment events,Sometimes,Some use this,15,0.062
56101,41,night club services [entertainment],Sometimes,Some use this,14,0.058
56101,41,cultural activities,Sometimes,Some use this,14,0.058
56101,41,corporate entertainment services,Sometimes,Some use this,14,0.058
56101,41,entertainment club services,Sometimes,Some use this,13,0.054
56101,41,provision of live entertainment,Sometimes,Some use this,13,0.054
56101,41,conducting of entertainment events,Sometimes,Some use this,13,0.054
56101,32,non-alcoholic beverages,Always,All use this,93,0.56
56101,32,beers,Always,All use this,71,0.428
