sic,nice_class,heading,frequency,band_label,n_marks,share,sic_total_marks
86102,10,"Surgical, medical, dental and veterinary apparatus and instruments; artificial limbs, eyes and teeth; orthopaedic articles; suture materials; therapeutic and assistive devices adapted for persons with disabilities; massage apparatus; apparatus, devices and articles for nursing infants; sexual activity apparatus, devices and articles.",Sometimes,Some use this,6,0.171,35
86102,25,"Clothing, footwear, headwear.",Sometimes,A few have this,4,0.114,35
86102,20,"Furniture, mirrors, picture frames; containers, not of metal, for storage or transport; unworked or semi-worked bone, horn, whalebone or mother-of-pearl; shells; meerschaum; yellow amber.",Sometimes,A few have this,4,0.114,35
86102,3,"Non-medicated cosmetics and toiletry preparations; non-medicated dentifrices; perfumery, essential oils; bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations.",Sometimes,A few have this,3,0.086,35
86102,5,"Pharmaceuticals, medical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical or veterinary use, food for babies; dietary supplements for human beings and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides.",Sometimes,A few have this,3,0.086,35
86102,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,A few have this,3,0.086,35
86102,24,Textiles and substitutes for textiles; household linen; curtains of textile or plastic.,Sometimes,A few have this,3,0.086,35
86102,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,A few have this,3,0.086,35
86102,28,"Games, toys and playthings; video game apparatus; gymnastic and sporting articles; decorations for Christmas trees.",Sometimes,A few have this,2,0.057,35
86102,26,"Lace, braid and embroidery, and haberdashery ribbons and bows; buttons, hooks and eyes, pins and needles; artificial flowers; hair decorations; false hair.",Sometimes,A few have this,2,0.057,35
86102,8,"Hand tools and hand-operated implements; cutlery; side arms, except firearms; razors.",Sometimes,A few have this,2,0.057,35
86102,16,"Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; drawing materials and materials for artists; paintbrushes; instructional and teaching materials; plastic sheets, films and bags for wrapping and packaging; printers' type, printing blocks.",Sometimes,A few have this,2,0.057,35
86102,31,"Raw and unprocessed agricultural, aquacultural, horticultural and forestry products; raw and unprocessed grains and seeds; fresh fruits and vegetables, fresh herbs; natural plants and flowers; bulbs, seedlings and seeds for planting; live animals; foodstuffs and beverages for animals; malt.",Sometimes,A few have this,2,0.057,35
86102,21,"Household or kitchen utensils and containers; cookware and tableware, except forks, knives and spoons; combs and sponges; brushes, except paintbrushes; brush-making materials; articles for cleaning purposes; unworked or semi-worked glass, except building glass; glassware, porcelain and earthenware.",Sometimes,A few have this,2,0.057,35
86102,18,"Leather and imitations of leather; animal skins and hides; luggage and carrying bags; umbrellas and parasols; walking sticks; whips, harness and saddlery; collars, leashes and clothing for animals.",Sometimes,A few have this,2,0.057,35
93199,41,Education; providing of training; entertainment; sporting and cultural activities.,Always,All use this,1080,0.798,1354
93199,25,"Clothing, footwear, headwear.",Sometimes,Some use this,625,0.462,1354
93199,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,504,0.372,1354
93199,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,Some use this,356,0.263,1354
